TimeSinceCollection,Timestamp,PlantarValue
1200,2923106,6;0;2;7;0;2;3;6;0;2;2;6;0;2;2;6;0;2;2;6;0;2;2;4;6;0;2;3;4;0;6;0;1;3;4;0;0;1;2;4;0;2;2;4;0
1216,2923122,6;0;1;6;0;1;2;6;0;1;3;6;0;4;3;6;0;1;3;6;0;1;2;4;6;0;2;3;4;0;7;0;2;3;5;0;0;2;3;4;0;2;2;4;4
1232,2923138,7;0;1;6;0;2;2;7;0;2;3;6;0;2;2;7;0;1;3;6;0;2;3;4;6;0;2;3;4;0;7;4;2;2;4;0;0;2;2;4;0;1;2;4;0
1248,2923154,6;0;2;6;0;1;3;6;0;1;3;6;0;1;3;6;0;2;3;6;0;1;3;4;9;0;2;3;4;0;6;0;2;2;4;0;0;2;3;4;0;1;3;4;0
1264,2923170,6;0;2;6;0;1;2;7;0;2;2;6;0;2;1;6;0;2;2;6;0;1;3;4;6;1;1;2;3;0;6;0;1;3;4;0;0;1;2;4;0;2;3;4;0
1280,2923186,6;0;1;6;0;2;3;6;0;1;2;6;0;2;3;6;0;2;3;6;0;1;2;4;6;0;2;2;4;0;6;0;2;2;4;0;0;2;2;4;0;0;2;4;0
1296,2923202,6;0;2;6;0;1;3;6;0;4;3;5;0;2;1;6;0;1;2;7;0;2;2;4;6;0;3;2;4;0;6;0;1;2;4;0;0;2;2;4;0;2;0;4;0
1312,2923218,6;0;2;6;0;0;3;6;0;2;2;6;0;2;1;6;0;1;3;6;0;3;2;4;7;0;1;2;4;0;6;0;1;3;4;0;0;1;2;6;0;1;1;4;0
1328,2923234,3;0;2;6;1;2;2;6;0;1;0;6;0;2;2;6;0;1;2;7;0;2;0;4;7;0;1;2;4;0;6;0;1;3;3;0;0;1;3;10;0;2;2;4;0
1344,2923250,6;0;1;6;0;1;3;6;0;2;2;6;0;1;4;6;0;1;3;6;0;2;2;4;6;0;1;3;4;0;6;0;2;2;4;0;0;1;2;4;0;1;3;4;0
1360,2923266,7;0;2;6;0;2;3;6;0;1;2;6;0;2;2;6;0;2;3;2;0;1;2;4;6;0;2;2;4;0;6;0;2;3;4;0;0;2;2;4;0;1;2;4;0
1376,2923282,6;0;1;6;0;1;3;6;0;1;2;6;0;2;5;6;0;2;2;6;0;2;3;4;8;0;2;3;0;1;6;0;2;3;4;3;0;1;3;4;0;2;2;4;0
1392,2923298,7;0;3;6;0;1;3;6;0;1;3;7;0;2;3;7;0;1;3;6;0;2;2;4;6;0;1;3;4;0;6;0;2;1;4;0;0;2;2;4;0;2;2;4;0
1408,2923314,6;0;2;6;0;3;2;5;0;1;3;6;0;1;2;6;0;1;3;6;0;2;3;4;6;0;2;2;4;0;6;1;5;2;5;0;0;1;3;4;0;2;2;4;0
1424,2923330,6;0;1;6;0;3;3;6;0;2;2;6;0;1;2;6;0;2;2;6;0;3;2;4;6;2;3;2;4;0;7;0;2;2;4;0;0;2;2;3;0;2;2;4;0
1440,2923346,6;0;1;6;0;2;3;6;0;1;2;6;0;2;3;6;0;2;1;6;0;2;3;4;6;0;1;1;4;0;6;0;0;2;4;0;0;2;3;4;0;1;2;4;0
1456,2923362,6;0;2;6;0;2;2;6;0;2;0;6;1;2;2;6;0;1;3;6;0;1;2;4;6;0;2;2;4;0;6;0;1;2;4;0;0;1;2;4;0;2;3;4;0
1472,2923378,6;0;2;6;0;2;3;6;0;2;3;6;0;6;2;6;0;1;3;6;0;2;2;4;6;0;1;3;3;0;7;1;1;3;4;4;0;2;2;4;0;2;3;4;0
1488,2923394,6;0;2;6;0;1;2;6;0;2;3;6;0;2;2;6;0;2;2;6;0;3;2;4;6;0;1;4;4;0;6;0;1;2;4;0;0;1;3;4;1;2;2;4;0
1504,2923410,6;0;2;6;0;1;3;6;0;1;3;6;0;1;2;6;0;2;0;6;0;1;2;4;6;0;2;3;4;0;6;0;2;2;4;0;0;2;2;4;0;1;3;4;0
1520,2923426,7;0;2;6;0;1;3;6;0;2;3;6;0;1;3;6;0;1;3;6;0;4;2;4;6;0;2;2;4;0;6;0;2;2;4;0;0;1;2;4;0;1;2;4;0
1536,2923442,7;0;2;6;0;2;3;6;0;1;2;6;0;2;3;6;1;1;2;6;0;2;3;4;6;0;2;2;4;0;6;0;1;2;4;0;0;2;2;4;0;1;2;4;0
1552,2923458,6;0;1;6;0;2;2;6;0;1;2;6;0;1;3;6;0;1;3;6;0;1;3;4;6;0;1;2;4;0;6;0;2;2;4;0;0;2;3;2;0;2;3;4;0
1568,2923474,6;0;2;6;0;2;3;6;0;1;2;7;0;1;3;6;0;2;3;6;0;2;2;4;6;0;2;2;2;0;6;0;2;2;4;0;0;3;2;4;0;2;2;4;0
1584,2923490,7;0;1;6;2;2;2;7;0;1;3;6;0;1;2;8;0;1;2;8;0;2;3;4;4;3;2;4;4;0;6;0;2;3;4;0;0;2;2;4;0;1;3;4;0
1600,2923506,6;0;2;7;0;1;3;6;3;1;3;6;0;1;2;6;0;1;3;6;0;1;2;4;6;0;2;3;4;0;6;0;1;2;4;0;0;1;2;4;0;2;3;4;0
1616,2923522,8;0;2;7;0;2;3;6;0;2;3;6;0;1;2;6;0;2;3;6;0;1;2;4;6;0;2;2;4;0;6;0;2;3;4;0;0;1;2;4;0;1;2;4;0
1632,2923538,6;0;3;6;0;2;2;6;0;1;5;7;0;1;3;6;0;2;2;6;0;1;3;4;6;0;1;3;1;0;6;0;1;3;3;0;0;2;2;4;0;2;3;4;0
1648,2923554,7;0;1;6;0;2;2;6;0;2;3;6;0;3;3;6;0;2;3;6;0;1;3;4;7;0;2;2;4;0;7;0;1;2;4;0;0;1;3;4;0;2;3;4;0
1664,2923570,7;0;2;6;0;2;3;7;0;1;2;6;0;2;3;7;0;2;2;7;0;1;2;4;6;0;1;3;3;0;7;0;2;3;4;0;0;2;2;4;0;1;2;4;0
1680,2923586,6;0;2;6;0;1;2;6;0;2;2;7;0;2;2;6;0;1;3;6;0;1;2;4;7;0;1;3;4;0;6;0;2;2;4;0;0;2;2;4;0;3;2;4;0
1696,2923602,6;0;2;6;0;2;3;6;0;1;2;6;0;1;3;6;0;1;3;6;0;1;3;4;6;0;2;3;4;0;6;0;1;3;4;0;0;2;3;4;0;1;3;4;0
1712,2923618,7;0;2;6;0;2;2;6;0;1;3;6;0;2;2;6;0;1;1;6;0;3;3;4;6;0;1;3;4;0;6;0;2;2;4;0;0;1;3;4;0;1;3;4;0
