Timestamp,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,AngularVelX,AngularVelY,AngularVelZ,QW,QX,QY,QZ,MagX,MagY,MagZ,Height,AirPressure,Label
329316,-0.75127,-9.76172,1.21543,-83.1171,4.66919,-98.1793,0.0610352,0.12207,0.12207,0.51001,-0.411011,0.520905,-0.547272,-43,15.2167,-8.71667,3527,-30170,Default
329322,-0.77998,-9.73779,1.225,-83.1171,4.66919,-98.1793,0.0610352,0.0610352,0.12207,0.51001,-0.411011,0.520905,-0.547272,-43.0083,15.1667,-8.75833,3527,-30170,Default
329328,-0.765625,-9.74258,1.21543,-83.1171,4.66919,-98.1793,0.0610352,-0.183105,0.0610352,0.51001,-0.41098,0.520905,-0.547272,-43.0083,15.1333,-8.81667,3527,-30170,Default
329334,-0.775195,-9.71387,1.23936,-83.1171,4.66919,-98.1793,-0.0610352,0,0,0.51001,-0.41098,0.520874,-0.547272,-43.05,15.0917,-8.83333,3527,-30170,Default
329340,-0.736914,-9.75693,1.18672,-83.1171,4.66919,-98.1793,0.0610352,0,0,0.51001,-0.411011,0.520905,-0.547302,-43.0417,15.0833,-8.81667,3527,-30170,Default
329346,-0.746484,-9.78564,1.18193,-83.1171,4.66919,-98.1793,-0.0610352,-0.183105,0.183105,0.51001,-0.411011,0.520874,-0.547302,-43.0417,15.0833,-8.775,3527,-30170,Default
329352,-0.77998,-9.75215,1.18672,-83.1171,4.66919,-98.1793,0.12207,0.0610352,0.12207,0.51001,-0.411011,0.520874,-0.547302,-43.025,15.0667,-8.70833,3527,-30170,Default
329358,-0.756055,-9.75693,1.18193,-83.1171,4.66919,-98.1793,0.0610352,0,-0.0610352,0.51001,-0.41098,0.520874,-0.547302,-43,15.0583,-8.65833,3527,-30170,Default
329364,-0.741699,-9.75215,1.18193,-83.1116,4.66919,-98.1793,0.12207,0,0.0610352,0.51001,-0.41098,0.520874,-0.547302,-42.95,15.0583,-8.6,3527,-30170,Default
329370,-0.75127,-9.78564,1.15801,-83.1116,4.66919,-98.1793,0,0,0.244141,0.51001,-0.41098,0.520874,-0.547333,-42.95,15.0667,-8.575,3527,-30170,Default
329376,-0.756055,-9.79043,1.18193,-83.1116,4.66919,-98.1793,0.12207,0,0,0.51001,-0.41098,0.520874,-0.547333,-42.9583,15.0833,-8.55833,3527,-30170,Default
329382,-0.765625,-9.74736,1.17236,-83.1116,4.66919,-98.1793,0.183105,0.12207,0.244141,0.51001,-0.41098,0.520874,-0.547333,-42.9583,15.0917,-8.54167,3527,-30170,Default
329388,-0.746484,-9.75215,1.18672,-83.1116,4.66919,-98.1793,0.244141,0.0610352,0.549316,0.51001,-0.41098,0.520874,-0.547333,-42.9667,15.1,-8.54167,3527,-30170,Default
329394,-0.775195,-9.75215,1.20586,-83.1061,4.66919,-98.1793,0.244141,0,0.305176,0.51004,-0.41095,0.520874,-0.547333,-42.9417,15.125,-8.56667,3527,-30170,Default
329400,-0.77041,-9.76172,1.16279,-83.1061,4.66919,-98.1848,0.12207,-0.0610352,0.427246,0.51004,-0.410919,0.520874,-0.547333,-42.9417,15.1167,-8.60833,3527,-30170,Default
329406,-0.775195,-9.74258,1.16758,-83.1061,4.67468,-98.1848,0.12207,0.12207,0.366211,0.51004,-0.410919,0.520874,-0.547333,-42.95,15.1,-8.65,3527,-30170,Default
329412,-0.784766,-9.75215,1.21064,-83.1061,4.67468,-98.1848,0,0.0610352,0.427246,0.51004,-0.410889,0.520874,-0.547333,-42.9583,15.0833,-8.675,3527,-30170,Default
329418,-0.76084,-9.78564,1.21064,-83.1061,4.67468,-98.1848,0.0610352,0,0.12207,0.51004,-0.410889,0.520874,-0.547333,-42.9667,15.0917,-8.70833,3527,-30170,Default
329424,-0.746484,-9.74736,1.1915,-83.1061,4.67468,-98.1848,0.183105,0,0.305176,0.510071,-0.410889,0.520874,-0.547333,-42.975,15.15,-8.71667,3527,-30170,Default
329430,-0.784766,-9.73779,1.21064,-83.1006,4.67468,-98.1848,0.183105,0,0.549316,0.510071,-0.410858,0.520874,-0.547363,-42.975,15.175,-8.7,3527,-30170,Default
329436,-0.765625,-9.74736,1.19629,-83.1006,4.68018,-98.1848,0.12207,-0.12207,0.488281,0.510071,-0.410858,0.520874,-0.547363,-42.9833,15.1917,-8.65,3527,-30170,Default
329442,-0.741699,-9.74258,1.20586,-83.1006,4.68018,-98.1848,0.12207,0.183105,0.610352,0.510101,-0.410858,0.520874,-0.547333,-43,15.1833,-8.575,3527,-30170,Default
329448,-0.765625,-9.7665,1.15322,-83.1006,4.68567,-98.1848,0.12207,0,0.12207,0.510101,-0.410828,0.520874,-0.547333,-43.0167,15.1417,-8.49167,3527,-30170,Default
329454,-0.77041,-9.74736,1.19629,-83.0951,4.68567,-98.1848,0.244141,0.183105,0.427246,0.510101,-0.410797,0.520874,-0.547363,-43.0583,15.0833,-8.425,3527,-30170,Default
329460,-0.765625,-9.75693,1.1915,-83.0951,4.68567,-98.1848,0.244141,-0.183105,0.244141,0.510101,-0.410797,0.520874,-0.547363,-43.075,15.0583,-8.44167,3527,-30170,Default
329466,-0.77998,-9.74258,1.16279,-83.0951,4.68567,-98.1848,0.366211,0.12207,0.0610352,0.510132,-0.410797,0.520874,-0.547363,-43.0833,15.0667,-8.475,3527,-30170,Default
329472,-0.77998,-9.74258,1.15322,-83.0896,4.68567,-98.1848,0.183105,0,0.366211,0.510132,-0.410767,0.520874,-0.547363,-43.075,15.0583,-8.46667,3527,-30170,Default
329478,-0.77998,-9.71865,1.17236,-83.0896,4.68567,-98.1848,0.12207,0,0.183105,0.510132,-0.410767,0.520874,-0.547363,-43.075,15.0667,-8.43333,3527,-30170,Default
329484,-0.808691,-9.73779,1.19629,-83.0896,4.68567,-98.1848,0.366211,0.0610352,0.427246,0.510132,-0.410736,0.520844,-0.547394,-43.0667,15.075,-8.425,3527,-30170,Default
329490,-0.77998,-9.73779,1.17715,-83.0896,4.68567,-98.1848,0.12207,-0.0610352,0,0.510162,-0.410736,0.520844,-0.547394,-43.0583,15.0917,-8.43333,3527,-30170,Default
329496,-0.736914,-9.74258,1.18193,-83.0896,4.68567,-98.1848,0.12207,0.244141,0.305176,0.510162,-0.410736,0.520844,-0.547394,-43.075,15.1167,-8.45833,3527,-30170,Default
329502,-0.775195,-9.73779,1.1915,-83.0841,4.68567,-98.1903,0.12207,0,0.0610352,0.510162,-0.410736,0.520844,-0.547394,-43.075,15.1333,-8.5,3527,-30170,Default
329508,-0.784766,-9.74258,1.21064,-83.0841,4.68567,-98.1903,0.12207,0.0610352,0.305176,0.510162,-0.410736,0.520844,-0.547394,-43.0667,15.1667,-8.48333,3527,-30170,Default
329514,-0.77041,-9.73301,1.18672,-83.0841,4.68567,-98.1903,0.12207,0.0610352,0.0610352,0.510162,-0.410706,0.520844,-0.547424,-43.0583,15.2083,-8.55833,3527,-30170,Default
329520,-0.756055,-9.75693,1.1915,-83.0841,4.68567,-98.1903,0,0.0610352,0.0610352,0.510162,-0.410706,0.520844,-0.547424,-43.075,15.2333,-8.59167,3527,-30170,Default
329526,-0.756055,-9.74736,1.14844,-83.0841,4.68567,-98.1903,0.12207,0,0.183105,0.510132,-0.410706,0.520844,-0.547424,-43.1083,15.2333,-8.61667,3527,-30170,Default
329532,-0.775195,-9.74736,1.20586,-83.0841,4.68567,-98.1903,0.12207,0.183105,0.0610352,0.510162,-0.410706,0.520844,-0.547424,-43.1417,15.2417,-8.64167,3527,-30170,Default
329538,-0.746484,-9.74736,1.17236,-83.0841,4.68567,-98.1903,0.183105,0,-0.12207,0.510132,-0.410706,0.520844,-0.547424,-43.1667,15.2417,-8.63333,3527,-30170,Default
329544,-0.765625,-9.73779,1.20107,-83.0786,4.68567,-98.1903,0.12207,0,0.0610352,0.510132,-0.410706,0.520813,-0.547455,-43.1583,15.25,-8.69167,3527,-30170,Default
329550,-0.765625,-9.75693,1.1915,-83.0786,4.68567,-98.1903,0.183105,0,0.12207,0.510162,-0.410706,0.520813,-0.547455,-43.1417,15.2583,-8.71667,3527,-30170,Default
329556,-0.76084,-9.74736,1.20107,-83.0786,4.68567,-98.1903,0.12207,0.12207,0.488281,0.510162,-0.410675,0.520813,-0.547455,-43.1333,15.2833,-8.75,3527,-30170,Default
329562,-0.77998,-9.73779,1.19629,-83.0786,4.68567,-98.1903,0.183105,0,0.366211,0.510162,-0.410675,0.520813,-0.547455,-43.125,15.3,-8.79167,3527,-30170,Default
329568,-0.784766,-9.76172,1.1915,-83.0786,4.68567,-98.1903,0.183105,0,0.0610352,0.510162,-0.410675,0.520813,-0.547455,-43.1083,15.3,-8.78333,3527,-30170,Default
329574,-0.765625,-9.74258,1.22021,-83.0731,4.68567,-98.1958,0,0.0610352,0.12207,0.510162,-0.410645,0.520813,-0.547455,-43.0417,15.25,-8.775,3527,-30170,Default
329580,-0.77041,-9.74736,1.18672,-83.0731,4.69116,-98.1958,0,0.12207,0.366211,0.510162,-0.410645,0.520813,-0.547455,-43.0083,15.2,-8.73333,3527,-30170,Default
329586,-0.76084,-9.73779,1.18193,-83.0731,4.69116,-98.1958,0.12207,0.0610352,-0.0610352,0.510162,-0.410645,0.520844,-0.547455,-42.975,15.15,-8.70833,3527,-30170,Default
329592,-0.77998,-9.7665,1.18193,-83.0731,4.69116,-98.1958,0.183105,-0.0610352,0.12207,0.510162,-0.410645,0.520813,-0.547485,-42.9583,15.125,-8.66667,3527,-30170,Default
329598,-0.799121,-9.76172,1.20586,-83.0731,4.69116,-98.1958,0.12207,-0.0610352,0,0.510162,-0.410645,0.520813,-0.547485,-42.9417,15.075,-8.60833,3527,-30170,Default
329604,-0.765625,-9.75693,1.16758,-83.0731,4.68567,-98.1958,0.0610352,-0.0610352,0.0610352,0.510162,-0.410645,0.520813,-0.547485,-42.95,15.1,-8.61667,3527,-30170,Default
329610,-0.77041,-9.75215,1.19629,-83.0731,4.68567,-98.1958,0.183105,0.12207,0,0.510162,-0.410645,0.520813,-0.547485,-42.9583,15.1167,-8.65,3527,-30170,Default
329616,-0.77041,-9.72344,1.21064,-83.0731,4.68567,-98.1958,0.0610352,0.12207,0,0.510162,-0.410614,0.520813,-0.547516,-42.95,15.1417,-8.70833,3527,-30170,Default
329622,-0.76084,-9.75693,1.18193,-83.0731,4.68567,-98.1958,0.12207,-0.12207,0.305176,0.510162,-0.410614,0.520813,-0.547516,-42.9333,15.1583,-8.775,3527,-30170,Default
329628,-0.746484,-9.74736,1.16279,-83.0676,4.68567,-98.1958,0.183105,0.0610352,0,0.510162,-0.410614,0.520813,-0.547516,-42.9333,15.175,-8.775,3527,-30170,Default
329634,-0.765625,-9.75693,1.18193,-83.0676,4.68567,-98.1958,0.305176,0,0,0.510162,-0.410614,0.520782,-0.547516,-42.9167,15.2,-8.78333,3527,-30170,Default
329640,-0.789551,-9.74736,1.18672,-83.0676,4.68567,-98.1958,0.12207,0,0.427246,0.510193,-0.410614,0.520782,-0.547516,-42.925,15.2167,-8.83333,3527,-30170,Default
329646,-0.76084,-9.73779,1.21064,-83.0676,4.68567,-98.1958,0.183105,0.183105,0.244141,0.510193,-0.410583,0.520782,-0.547516,-42.9417,15.2333,-8.89167,3527,-30170,Default
329652,-0.794336,-9.74736,1.20107,-83.0621,4.69116,-98.1958,0.12207,0,0.0610352,0.510193,-0.410583,0.520782,-0.547546,-42.9667,15.2333,-8.925,3527,-30170,Default
329658,-0.75127,-9.74258,1.20586,-83.0621,4.69116,-98.1958,0.183105,0.0610352,0.12207,0.510193,-0.410583,0.520782,-0.547546,-42.9917,15.25,-8.94167,3527,-30170,Default
329664,-0.77041,-9.76172,1.22021,-83.0621,4.69116,-98.1958,0.244141,-0.0610352,0.244141,0.510193,-0.410553,0.520782,-0.547546,-43.0333,15.25,-8.93333,3527,-30170,Default
329670,-0.775195,-9.74736,1.20107,-83.0621,4.68567,-98.1958,0.12207,0.0610352,0.0610352,0.510193,-0.410553,0.520752,-0.547546,-43.05,15.2583,-8.93333,3527,-30170,Default
329676,-0.736914,-9.76172,1.22979,-83.0566,4.68567,-98.1958,0.0610352,0,0.0610352,0.510193,-0.410553,0.520752,-0.547577,-43.05,15.225,-8.91667,3527,-30170,Default
329682,-0.76084,-9.73301,1.20586,-83.0566,4.68567,-98.2013,0,0.183105,0.0610352,0.510193,-0.410553,0.520752,-0.547577,-43.0583,15.2083,-8.9,3527,-30170,Default
329688,-0.765625,-9.72822,1.20107,-83.0566,4.68567,-98.2013,-0.12207,0.244141,0.183105,0.510193,-0.410553,0.520752,-0.547577,-43.05,15.1667,-8.85833,3527,-30170,Default
329694,-0.77041,-9.74736,1.14844,-83.0566,4.69116,-98.2013,-0.0610352,0.244141,0.305176,0.510193,-0.410522,0.520782,-0.547577,-43.05,15.1083,-8.8,3527,-30170,Default
329700,-0.77998,-9.71387,1.19629,-83.0621,4.69116,-98.2013,-0.0610352,0.183105,0.183105,0.510193,-0.410522,0.520782,-0.547577,-43.0833,15.1,-8.79167,3527,-30170,Default
329706,-0.77041,-9.74736,1.21064,-83.0621,4.69116,-98.2068,-0.305176,0.305176,0.183105,0.510162,-0.410522,0.520782,-0.547577,-43.1167,15.0833,-8.75,3527,-30170,Default
329712,-0.784766,-9.74736,1.21064,-83.0621,4.69116,-98.2068,-0.0610352,0.244141,0,0.510162,-0.410522,0.520813,-0.547577,-43.1333,15.075,-8.70833,3527,-30170,Default
329718,-0.75127,-9.7665,1.20107,-83.0621,4.69116,-98.2068,0,0.0610352,0.183105,0.510162,-0.410522,0.520813,-0.547577,-43.1333,15.075,-8.63333,3527,-30170,Default
329724,-0.784766,-9.78564,1.1915,-83.0621,4.69116,-98.2068,-0.12207,0,0.0610352,0.510162,-0.410522,0.520813,-0.547577,-43.1,15.075,-8.45833,3527,-30170,Default
329730,-0.808691,-9.73779,1.20586,-83.0621,4.68567,-98.2068,0.0610352,0,0,0.510132,-0.410522,0.520813,-0.547607,-43.0917,15.0583,-8.41667,3527,-30170,Default
329736,-0.756055,-9.7665,1.15801,-83.0621,4.68567,-98.2068,0.0610352,-0.244141,-0.12207,0.510132,-0.410522,0.520813,-0.547607,-43.075,15.0667,-8.38333,3527,-30170,Default
329742,-0.803906,-9.71865,1.19629,-83.0621,4.68567,-98.2068,0.0610352,0,0.183105,0.510132,-0.410522,0.520782,-0.547607,-43.0667,15.0583,-8.35,3527,-30170,Default
329748,-0.746484,-9.74736,1.18193,-83.0621,4.68567,-98.2068,0.183105,-0.183105,0.0610352,0.510132,-0.410522,0.520782,-0.547607,-43.0583,15.05,-8.36667,3527,-30170,Default
329754,-0.765625,-9.74736,1.18672,-83.0566,4.68567,-98.2068,0.183105,0,0.0610352,0.510162,-0.410522,0.520782,-0.547607,-43.0417,15.0167,-8.35833,3527,-30170,Default
329760,-0.77998,-9.73779,1.19629,-83.0566,4.68567,-98.2068,0.244141,0.183105,0,0.510162,-0.410522,0.520782,-0.547607,-43.0417,15,-8.35,3527,-30170,Default
329766,-0.799121,-9.73779,1.18672,-83.0566,4.68567,-98.2068,0.12207,0,-0.183105,0.510162,-0.410492,0.520782,-0.547638,-43.0333,15.0083,-8.34167,3527,-30170,Default
329772,-0.77041,-9.69473,1.20107,-83.0566,4.68567,-98.2123,0.183105,0.12207,0.244141,0.510132,-0.410492,0.520782,-0.547638,-43.0333,15.0083,-8.33333,3527,-30170,Default
329778,-0.76084,-9.72344,1.24893,-83.0566,4.68567,-98.2123,0,-0.12207,0,0.510162,-0.410492,0.520782,-0.547638,-43.0167,15.0167,-8.35833,3527,-30170,Default
329784,-0.77998,-9.70908,1.22021,-83.0511,4.68567,-98.2123,0,0.0610352,0.0610352,0.510162,-0.410492,0.520752,-0.547668,-42.9917,15.0167,-8.39167,3527,-30170,Default
